time,cbsa_code,area,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
201801,41860,"san francisco-oakland-hayward, ca",11,829940.0,-0.0449,0.0388,2455,-0.0316,-0.1664,31.0,-0.295454545,-0.295454545,2912,1.0507,-0.0396,100,0.0,-0.1667,296,0.0423,-0.1957,9912,1.9386,2.4074,501.2886598,-0.0049,0.0604,1687.0,-0.0299,0.0452,1485330.469,-0.04,0.1455,12367,1.0933,1.1126,4.037474542,2.7069,3.0497
201801,41940,"san jose-sunnyvale-santa clara, ca",36,1100000.0,-0.035,0.2445,575,-0.0069,-0.2936,26.0,-0.297297297,-0.415730337,864,0.5540000000000000,-0.1529,28,0.1667,-0.3636,52,-0.1875,-0.5357,2932,1.7977,2.2009,634.5450536000000,0.0305,0.2088,1896.0,-0.0539,0.0607,1817751.321,-0.0656,0.2772,3507,1.1555,1.0272,5.099130435,3.2891,3.9738
201712,41860,"san francisco-oakland-hayward, ca",11,869000.0,-0.0225,0.1014,2535,-0.3543,-0.2108,44.0,0.222222222,-0.12,1420,-0.4833,-0.2266,100,-0.0741,0.0417,284,-0.5774,-0.3486,13492,-0.2248,-0.1898,503.73700310000000,-0.0151,0.0864,1739.0,0.0152,0.0682,1547217.073,0.0152,0.1515,16027,-0.2486,-0.1932,5.322287968,0.8893,0.138
201712,41940,"san jose-sunnyvale-santa clara, ca",36,1139900.0,-0.0084,0.3027,579,-0.2816,-0.5072,37.0,0.104477612,-0.26,556,-0.371,-0.0544,24,0.0,0.0,64,-0.5152,-0.5556,4192,-0.2067,-0.2362,615.7407407000000,-0.0138,0.1602,2004.0,0.002,0.1133,1945336.3070000000,0.0063,0.3557,4771,-0.2166,-0.284,7.240069085,0.6842,2.5694
201711,41860,"san francisco-oakland-hayward, ca",11,889000.0,-0.0012,0.1078,3926,-0.157,-0.2037,36.0,0.18032786900000000,-0.12195122,2748,-0.2784,0.0618,108,-0.25,-0.069,672,-0.3846,-0.3438,4351,-0.0743,-0.1171,511.43681390000000,-0.0049,0.0881,1713.0,0.0035,0.0439,1524055.657,0.012,0.1758,8277,-0.1154,-0.1604,1.108252674,0.099,0.1087
201711,41940,"san jose-sunnyvale-santa clara, ca",36,1149500.0,0.0342,0.2774,806,-0.1516,-0.4457,33.5,0.13559322,-0.1625,884,-0.2022,0.0425,24,-0.1429,-0.5385,132,-0.25,-0.5976,1321,-0.0877,-0.1681,624.38306,0.0255,0.1572,2000.0,0.0485,0.1264,1933156.4980000000,0.0577,0.3669,2127,-0.113,-0.3008,1.638957816,0.1147,0.5468
201710,41860,"san francisco-oakland-hayward, ca",11,890075.0,0.029000000000000000,0.0789,4657,-0.0486,-0.2091,30.5,0.089285714,-0.12857142900000000,3808,-0.1416,-0.0216,144,-0.027000000000000000,-0.23400000000000000,1092,0.0225,-0.2479,4700,0.0721,-0.1013,513.970687,0.0108,0.0866,1707.0,0.0035,0.0222,1506029.7320000000,0.0494,0.1657,9357,0.0084,-0.1584,1.009233412,0.1136,0.121
201710,41940,"san jose-sunnyvale-santa clara, ca",36,1111500.0,0.0151,0.2161,950,-0.0613,-0.466,29.5,-0.016666667,-0.180555556,1108,-0.0797,-0.0828,28,-0.125,-0.2222,176,-0.1852,-0.6452,1448,-0.0455,-0.1838,608.8512638,0.0174,0.1072,1907.5,0.0024,0.0919,1827682.485,-0.0014,0.3,2398,-0.0518,-0.3251,1.5242105260000000,0.0252,0.527
201709,41860,"san francisco-oakland-hayward, ca",11,865000.0,0.0182,0.08200000000000000,4895,0.0832,-0.2028,28.0,-0.09677419400000000,-0.176470588,4436,0.154,-0.0954,148,-0.2128,-0.11900000000000000,1068,0.0512,-0.2784,4384,-0.0513,-0.1459,508.4793669,0.0322,0.0957,1701.0,-0.0064,0.0272,1435158.399,0.0475,0.1647,9279,0.0152,-0.1769,0.895607763,-0.127,0.0596
201709,41940,"san jose-sunnyvale-santa clara, ca",36,1095000.0,0.0683,0.2167,1012,-0.0964,-0.4715,30.0,0.034482759,-0.104477612,1204,-0.0505,-0.1753,32,-0.2727,-0.4286,216,-0.0847,-0.594,1517,-0.067,-0.1444,598.4677783,0.02,0.0955,1903.0,0.0326,0.0893,1830266.5380000000,0.1165,0.3381,2529,-0.079,-0.3143,1.499011858,0.0472,0.5732
201708,41860,"san francisco-oakland-hayward, ca",11,849500.0,-0.0336,0.0653,4519,-0.0456,-0.2554,31.0,0.0,-0.046153846,3844,-0.0733,-0.1167,188,0.1463,-0.0784,1016,0.0079,-0.3682,4621,-0.0235,-0.1223,492.60588590000000,-0.0127,0.071,1712.0,-0.0035,0.0245,1370116.062,-0.0402,0.1525,9140,-0.0345,-0.1936,1.022571365,0.0232,0.155
201708,41940,"san jose-sunnyvale-santa clara, ca",36,1025000.0,-0.0097,0.105,1120,-0.0476,-0.4271,29.0,-0.033333333,-0.12121212100000000,1268,-0.0649,-0.1478,44,0.0,-0.0833,236,0.0,-0.5959,1626,-0.0281,-0.0987,586.758234,-0.0019,0.07200000000000000,1843.0,-0.0249,0.0442,1639304.381,-0.0104,0.1738,2746,-0.0362,-0.2695,1.4517857140000000,0.0292,0.529
201707,41860,"san francisco-oakland-hayward, ca",11,879000.0,-0.0233,0.0733,4735,-0.0291,-0.2316,31.0,0.087719298,0.0,4148,-0.1329,-0.1528,164,0.3667,-0.0682,1008,-0.0526,-0.2861,4732,-0.0609,-0.106,498.93842890000000,-0.0171,0.0612,1718.0,-0.0236,0.0047,1427490.0570000000,-0.0284,0.1438,9467,-0.0453,-0.1735,0.99936642,-0.0339,0.1404
201707,41940,"san jose-sunnyvale-santa clara, ca",36,1035000.0,0.0355,0.0895,1176,-0.0848,-0.4012,30.0,0.111111111,-0.0625,1356,-0.1172,-0.0912,44,-0.1538,-0.2143,236,-0.2133,-0.5693,1673,-0.0917,-0.0505,587.8623188000000,-0.002,0.0638,1890.0,0.0227,0.0666,1656484.0280000000,0.0072,0.1846,2849,-0.0889,-0.2354,1.422619048,-0.0108,0.5255
